path,label,label_id,shape_area,shape_perimeter,shape_circularity,shape_aspect_ratio,shape_extent,shape_solidity,shape_equiv_diameter,shape_irregularity
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/22856954-5af7-4f88-b5df-13da8e734a97___YLCV_NREC 0201.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,26015.5,691.2864,0.6841102,0.92574257,0.68871444,0.9264779,181.9999,1.2090297
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/dc6516c4-a74c-465f-85a1-55608ee518da___RS_Early.B 8843.JPG,Potato___Early_blight,2,36930.5,975.5706,0.48761564,0.96015936,0.6105123,0.92780876,216.84412,1.4320599
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/3b241fa8-12f2-4c80-afe2-0a4cdc8f34a1___RS_LB 5138.JPG,Potato___Late_blight,3,35534.0,977.35236,0.4674677,0.95884776,0.6275985,0.8944096,212.70471,1.4625953
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/c45e7f1e-c3cf-4615-ae58-2c7c9e69b37b___JR_HL 7970.JPG,Pepper__bell___healthy,1,38039.0,846.6417,0.6668677,0.87890625,0.6603993,0.9579199,220.07443,1.2245603
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/49cc0a68-128e-4a2b-aa3c-c1855639bcff___UF.GRC_YLCV_Lab 02879.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,34946.5,937.74725,0.49939242,0.9873949,0.62482566,0.88647205,210.93901,1.4150736
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/1a519d98-24e1-48bc-af8b-1e9c6ede95e8___Com.G_TgS_FL 9678.JPG,Tomato__Target_Spot,11,26211.0,716.8427,0.6409818,0.9212963,0.609785,0.93335706,182.68246,1.2490423
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/172cb996-a7ad-45a3-9d3b-0be425414d94___YLCV_GCREC 2323.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,22702.0,685.1026,0.60780287,0.8557692,0.61316985,0.9005514,170.01495,1.2826809
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/287b1968-94a2-4a11-8c05-b1e7dbbf44ec___YLCV_GCREC 2228.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,28861.5,691.2864,0.75894934,0.8598131,0.73297185,0.96521914,191.69664,1.1478723
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/666a5368-e53d-41f2-8fee-4a85f1257b8c___GCREC_Bact.Sp 3163.JPG,Tomato_Bacterial_spot,5,36904.0,913.6955,0.5554952,0.93061227,0.6606516,0.9069996,216.76631,1.3417137
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/22709956-4b66-48a8-a03b-e82f095153ba___JR_Sept.L.S 2491.JPG,Tomato_Septoria_leaf_spot,9,19886.5,695.8305,0.5161326,0.72897196,0.59568954,0.8453527,159.12347,1.3919363
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/ea62b5e0-7ccf-4ec5-b103-16206214caaa___GCREC_Bact.Sp 6253.JPG,Tomato_Bacterial_spot,5,32227.5,875.2864,0.52861094,0.9037657,0.6242736,0.88632053,202.56685,1.3754091
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/69a20537-e5fd-4f1e-8800-ef9aa4fa4766___RS_Early.B 8111.JPG,Potato___Early_blight,2,15805.0,804.132,0.30714938,0.84375,0.508134,0.7604224,141.8575,1.8043683
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Early_blight/63f9b76b-c491-4ed3-923b-087967ea9268___RS_Early.B 7161.JPG,Potato___Early_blight,2,38853.0,866.4163,0.650401,0.9346939,0.6925051,0.9397267,222.41667,1.239965
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/dfd261ab-30ad-456c-93b3-874a4ebaeaaf___RS_Erly.B 8451.JPG,Tomato_Early_blight,6,27904.0,1481.9209,0.15967108,1.0199203,0.43426296,0.6646183,188.48999,2.5025737
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/82b63dfc-d0b6-4bb3-afc4-db8d61476b10___GH_HL Leaf 415.JPG,Tomato_healthy,14,26002.5,766.17365,0.556635,0.8464912,0.59091216,0.8728161,181.95442,1.3403392
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/db0e6ad7-58db-478e-9b17-37bb603363d1___Crnl_L.Mold 8863.JPG,Tomato_Leaf_Mold,8,19532.5,686.8011,0.5203622,0.7612613,0.52061677,0.88966066,157.70084,1.3862678
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/5ae9e109-38e2-48db-a926-a06bb6b13bc0___YLCV_GCREC 2535.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,21899.5,720.60004,0.5299751,0.9174757,0.5624775,0.86990803,166.98296,1.3736379
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/488feb1c-4b9f-44e7-8aa6-4103a9601f5f___GH_HL Leaf 434.JPG,Tomato_healthy,14,25257.5,742.8011,0.57524806,0.8894009,0.60307777,0.90536785,179.32889,1.3184766
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/bbaa5bf2-ded0-422a-babb-350da80266a9___RS_Erly.B 7575.JPG,Tomato_Early_blight,6,39303.5,1048.4579,0.44930273,0.976,0.64431965,0.8448913,223.70241,1.4918683
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/70f76975-801c-48f4-b757-c8b2d834a0ec___RS_HL 9738.JPG,Tomato_healthy,14,26562.5,876.2569,0.43472627,0.79518074,0.5387713,0.8619151,183.9033,1.5166733
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/e98fdfc0-1871-4b7d-b32a-35731e973289___GCREC_Bact.Sp 5834.JPG,Tomato_Bacterial_spot,5,33674.0,879.328,0.54727143,0.9625,0.6073954,0.88829684,207.06296,1.3517569
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/6540d96a-71ba-4c91-8319-c0f4019a1b8e___Crnl_L.Mold 6910.JPG,Tomato_Leaf_Mold,8,19588.5,699.77167,0.5026878,0.6956522,0.5322962,0.85522497,157.92673,1.4104277
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/8d79a02d-108c-4edc-ba25-9eb38a107093___UF.GRC_BS_Lab Leaf 0560.JPG,Tomato_Bacterial_spot,5,17147.0,676.6762,0.470583,0.5745614,0.5740927,0.87215483,147.75737,1.4577461
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/a2c7c2b1-bd51-40c7-9a2c-05a91a261191___JR_HL 8287.JPG,Pepper__bell___healthy,1,35769.5,809.10974,0.68660647,0.87890625,0.62099826,0.94317657,213.40839,1.2068299
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/b0539521-3239-49a2-8099-2a22eabec37d___Matt.S_CG 1661.JPG,Tomato_Septoria_leaf_spot,9,17135.5,865.77167,0.2872764,0.7488987,0.4440399,0.70967674,147.70781,1.8657353
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_mosaic_virus/99e849b4-3c38-4a96-ba96-14a133861e06___PSU_CG 2151.JPG,Tomato__Tomato_mosaic_virus,13,18899.5,705.8305,0.47671556,0.9,0.5249861,0.842975,155.12444,1.4483393
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/c8412a1c-4e61-4a35-9538-c3d3a7c46cbe___RS_Erly.B 7383.JPG,Tomato_Early_blight,6,27949.0,850.98486,0.48498967,0.9170306,0.5811811,0.87148625,188.64192,1.4359316
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/2451545c-3a36-49ad-ad97-b81008d9e198___Com.G_SpM_FL 1654.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,25372.5,743.42847,0.57689226,0.9045454,0.57954544,0.8995745,179.73666,1.3165964
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/2e0a7517-332f-4799-a083-5d393172909a___RS_HL 0612.JPG,Tomato_healthy,14,25333.0,852.70056,0.43782786,0.83856505,0.60749143,0.8499296,179.59671,1.5112917
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/75ab27f9-4a06-4ec8-a335-078802c71fe0___RS_Late.B 5384.JPG,Tomato_Late_blight,7,36291.0,780.8427,0.7479657,0.8259109,0.720231,0.9632136,214.95845,1.1562698
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/ee6fd793-b4a9-42d4-8fed-0f4e40040a1d___JR_HL 8365.JPG,Pepper__bell___healthy,1,37737.0,819.4701,0.7061728,0.9153226,0.67033184,0.9523533,219.19908,1.1899933
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/96441f54-ccd3-4f34-b405-e395e5070d2c___RS_Erly.B 8336.JPG,Tomato_Early_blight,6,24417.5,1004.94324,0.30382815,1.099099,0.4507735,0.7980879,176.32166,1.8142035
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/83cb3d8b-8d4b-4669-8331-0d6be2a6176f___Com.G_SpM_FL 8537.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,25594.0,787.529,0.518579,0.82819384,0.59972817,0.89649373,180.5195,1.3886492
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/bfafcb99-32f1-4310-a844-a0a0231afdbe___Crnl_L.Mold 6643.JPG,Tomato_Leaf_Mold,8,21484.5,757.77167,0.4701738,0.90950227,0.48365638,0.89927167,165.39322,1.4583803
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/10a8ae32-5394-4cda-a99a-1c79501416d0___YLCV_NREC 2486.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,11755.5,699.91376,0.30155176,0.8020833,0.39757508,0.6906063,122.34201,1.8210382
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/82eb6df4-cf2d-4fe8-8b3b-c2ddb8b5457e___Keller.St_CG 1995.JPG,Tomato_Septoria_leaf_spot,9,10239.5,514.49243,0.48610562,0.890511,0.6126301,0.8455409,114.18115,1.4342824
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/b58ed525-764b-471e-adc6-c9986674a812___GHLB2 Leaf 101.1.JPG,Tomato_Late_blight,7,19979.0,1173.529,0.1823039,0.82377046,0.4073689,0.6035496,159.49312,2.3420815
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/634b7382-09db-4b7e-8758-3c940a941039___YLCV_GCREC 2446.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,25936.0,805.89655,0.5018273,0.88209605,0.5606814,0.859434,181.7216,1.4116365
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Leaf_Mold/9352c724-ec44-4955-a845-62577931d3db___Crnl_L.Mold 7013.JPG,Tomato_Leaf_Mold,8,18507.5,712.8011,0.45774218,0.953125,0.52673894,0.8703268,153.50726,1.4780514
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/921dfe0f-cf58-4d48-a9c0-33eff76b7191___NREC_B.Spot 9100.JPG,Pepper__bell___Bacterial_spot,0,31666.0,857.5534,0.541104,0.78515625,0.61539954,0.9133413,200.79443,1.3594387
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/442f9778-71fb-43c6-9b97-e11f6525a0f3___JR_B.Spot 3177.JPG,Pepper__bell___Bacterial_spot,0,33757.0,841.41125,0.5991797,0.9467213,0.5989106,0.9208129,207.318,1.2918779
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/59b3cd39-7a2f-4dc0-a08b-4c88f893f338___RS_HL 9792.JPG,Tomato_healthy,14,20370.5,883.77167,0.3277415,0.8436214,0.40892303,0.73731357,161.04822,1.7467642
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/810799d4-d5a0-4fc9-908c-a27e3a617e14___YLCV_NREC 2048.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,15840.0,926.38184,0.231945,0.8915094,0.39532796,0.64481986,142.01448,2.076383
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/33f79c51-bc4b-46dc-bb41-7f84070dde74___JR_B.Spot 3122.JPG,Pepper__bell___Bacterial_spot,0,32869.5,948.19806,0.45941466,0.96370965,0.55455357,0.87078446,204.57455,1.4753585
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/d2855259-5c5b-42b9-9357-67ac58d21d44___Matt.S_CG 7614.JPG,Tomato_Septoria_leaf_spot,9,31089.0,1083.2692,0.33292308,1.0977777,0.5594062,0.7367498,198.95663,1.7331177
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/7746a606-48e8-41b1-92ab-ee511f52057d___JR_B.Spot 8930.JPG,Pepper__bell___Bacterial_spot,0,34610.5,867.6539,0.5777297,0.9375,0.56332195,0.88816607,209.9225,1.3156418
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/6b7f4762-88d6-4e85-8fad-57ca4083ec89___GHLB_PS Leaf 8.1 Day 9.jpg,Tomato_Late_blight,7,25365.5,785.061,0.51718575,0.6309013,0.7405769,0.9036838,179.71187,1.3905184
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/b3f77a28-f60f-46fa-91ff-cdfad5979420___UF.GRC_BS_Lab Leaf 0714.JPG,Tomato_Bacterial_spot,5,21293.0,867.8478,0.3552709,0.5859375,0.5545052,0.8305736,164.65445,1.6777227
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/11bf6714-add4-4dcf-85e0-3e1adfcb93c8___UF.GRC_YLCV_Lab 09550.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,31027.5,900.71783,0.48059487,1.0258621,0.5619295,0.86744106,198.75975,1.4424821
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/2f8099f2-6966-44f7-a938-227e08a79c80___YLCV_NREC 2375.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,23186.0,677.5879,0.6346064,0.8341463,0.6614178,0.91903996,171.81773,1.2553008
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/96c6b91d-dbd3-4c64-8280-30e72cad1bff___JR_HL 8619.JPG,Pepper__bell___healthy,1,35035.5,803.4529,0.6820204,0.86328125,0.61926436,0.93854725,211.20744,1.2108806
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/810c0ae8-3d0e-4445-a1d7-f1b31cbc56b9___JR_HL 8291.JPG,Pepper__bell___healthy,1,35580.0,837.0681,0.6381081,0.87109375,0.62324834,0.930342,212.84235,1.2518517
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/a3625d3c-77a8-4013-8aa8-926f2b19e23c___JR_HL 7569.JPG,Pepper__bell___healthy,1,31404.0,827.4701,0.57635516,0.84375,0.56792533,0.90933836,199.96204,1.3172096
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/0d4f19fe-9e85-4689-9c99-0b01a58db9f4___JR_HL 8032.JPG,Pepper__bell___healthy,1,38072.0,801.21027,0.74528533,0.9233871,0.6703761,0.96255654,220.16988,1.1583471
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_mosaic_virus/597f8dc8-681f-49a8-8985-4ba5b181b53a___PSU_CG 2193.JPG,Tomato__Tomato_mosaic_virus,13,17538.0,651.24475,0.5196387,0.7307692,0.55471915,0.8859813,149.43251,1.3872325
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/ba09ee7e-4b6c-4f26-a626-7d8ee16e81e0___RS_Late.B 4859.JPG,Tomato_Late_blight,7,25944.5,1131.3108,0.2547366,0.8734694,0.49484074,0.7689652,181.75137,1.9813186
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/8f20c57c-4c46-44ee-80f4-c67f882e46a9___UF.GRC_YLCV_Lab 02180.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,21613.5,763.3452,0.46611488,0.8937198,0.56439483,0.8290564,165.889,1.4647163
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/d3969371-05ad-4097-8390-5d4124d19a9e___GCREC_Bact.Sp 3224.JPG,Tomato_Bacterial_spot,5,32667.5,899.997,0.50680816,0.90039843,0.5758823,0.8854061,203.94498,1.4046826
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Septoria_leaf_spot/92fa6312-e883-462a-8251-4068f245699d___Keller.St_CG 1894.JPG,Tomato_Septoria_leaf_spot,9,18012.5,628.71783,0.57262766,0.76963353,0.64153934,0.91524607,151.4405,1.3214899
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/430b0d0d-c0aa-4e5b-9826-34251466f735___RS_LB 4718.JPG,Potato___Late_blight,3,29070.5,874.88434,0.47726664,1.0491072,0.55225116,0.93285304,192.38948,1.447503
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/70ff96c1-499a-4e6e-b5ef-5ad0e40c18d5___Com.G_TgS_FL 0665.JPG,Tomato__Target_Spot,11,31240.5,882.68335,0.5038694,0.828125,0.57562834,0.88911813,199.44081,1.408773
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/5b96f08b-f5e7-476a-b61d-8651af626be7___YLCV_NREC 2843.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,18875.5,708.65894,0.47231722,1.0105263,0.51742053,0.79840535,155.02591,1.4550674
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Late_blight/60f7e012-0f60-4e15-a1ad-1541e20621af___RS_Late.B 6425.JPG,Tomato_Late_blight,7,28016.0,1221.7788,0.23584726,0.84765625,0.50432026,0.73127824,188.86789,2.0591338
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Early_blight/0cd1ebaf-3975-4749-b625-50b7b0751c36___RS_Erly.B 7508.JPG,Tomato_Early_blight,6,24067.0,735.16144,0.5595854,0.8252427,0.6872359,0.9137054,175.05157,1.3368012
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/31c09944-817c-4187-a9bb-809f90c25068___YLCV_GCREC 2714.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,28778.0,869.9554,0.4778334,1.0135136,0.5761361,0.86115265,191.41914,1.4466443
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/d20b4cf8-d03b-43fe-b3b2-3696f4bf3197___Com.G_TgS_FL 9988.JPG,Tomato__Target_Spot,11,24362.0,754.2153,0.53818566,0.71914893,0.6134206,0.8903426,176.12115,1.3631195
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/2642e2b0-d2d8-49ea-b9c3-44133f863169___GCREC_Bact.Sp 5660.JPG,Tomato_Bacterial_spot,5,23853.5,967.71277,0.32008773,1.0087719,0.45487222,0.7052867,174.2734,1.7675247
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Bacterial_spot/eb3d387f-a7b3-48a3-a925-41d7fc6e98e9___GCREC_Bact.Sp 3423.JPG,Tomato_Bacterial_spot,5,34436.5,945.71277,0.48384959,0.8958333,0.667374,0.8730479,209.39417,1.4376223
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_Spider_mites_Two_spotted_spider_mite/348aec86-49bc-4e2d-8ca7-66545421cc06___Com.G_SpM_FL 1746.JPG,Tomato_Spider_mites_Two_spotted_spider_mite,10,22052.0,736.0143,0.5115468,0.8,0.5210775,0.8799154,167.56335,1.3981614
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/53e33b6d-9fc5-441b-b638-3bf067f92a99___RS_LB 2753.JPG,Potato___Late_blight,3,27407.5,1072.9677,0.29916176,0.9652174,0.53677046,0.75601685,186.80554,1.8282979
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Target_Spot/9ecff2bd-36a3-49fb-a71f-3690d2a315e9___Com.G_TgS_FL 0945.JPG,Tomato__Target_Spot,11,26194.0,767.8133,0.5583422,0.8893617,0.5333198,0.85754037,182.62321,1.3382885
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/66d4cd59-bc59-49cc-9a94-dafa07318fb4___JR_B.Spot 8975.JPG,Pepper__bell___Bacterial_spot,0,35258.0,840.09753,0.6277809,0.8984375,0.59881115,0.9374011,211.87704,1.2621063
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato_healthy/63612a6e-c1f1-4ae1-9741-52c28b264dfa___GH_HL Leaf 464.JPG,Tomato_healthy,14,30290.0,843.931,0.53443545,1.0045455,0.62299466,0.9195088,196.38336,1.3678938
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___healthy/ea5402e9-f5e9-450c-bef6-f9d0bb544e68___JR_HL 5873.JPG,Pepper__bell___healthy,1,26601.0,774.98486,0.5565721,0.9217391,0.54554963,0.91995645,184.03653,1.340415
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/17ed933e-629f-4db2-b4f3-865f69d43589___RS_LB 2599.JPG,Potato___Late_blight,3,27189.0,824.7838,0.50225335,1.0148515,0.6565805,0.90256935,186.05943,1.4110376
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Pepper__bell___Bacterial_spot/4f49f8c2-d091-40d0-b85c-db10099b3caa___NREC_B.Spot 9171.JPG,Pepper__bell___Bacterial_spot,0,27675.0,788.4163,0.5594822,1.2865169,0.6789412,0.88207173,187.71495,1.3369244
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Tomato__Tomato_YellowLeaf__Curl_Virus/16702cbf-3fa3-488e-9968-6dcf22d6caaf___UF.GRC_YLCV_Lab 01700.JPG,Tomato__Tomato_YellowLeaf__Curl_Virus,12,34222.5,807.74725,0.6591293,0.9223744,0.7735996,0.9348366,208.74252,1.2317276
/Users/rashinfarahani/.cache/kagglehub/datasets/emmarex/plantdisease/versions/1/PlantVillage/Potato___Late_blight/3c5e5bd4-e805-44b4-a030-51ee6bb1cef6___RS_LB 4139.JPG,Potato___Late_blight,3,29404.5,1208.9087,0.25283468,0.91803277,0.5379922,0.8086157,193.49153,1.9887568
